bits,condition,seed,run_name,chip,trial,auc,pauc,auc_id1,auc_id2,auc_id3,auc_id4
6,nominal,2,bits_wsb6_s2,0,0,0.7047419545862942,0.5863474617074418,0.7150432900432899,0.8038167115902966,0.5925606469002694,0.7075471698113208
6,nominal,2,bits_wsb6_s2,1,0,0.6801367107735032,0.5703155293895115,0.5834848484848485,0.8030835579514826,0.7398382749326146,0.5941401617250675
6,nominal,2,bits_wsb6_s2,2,0,0.631327064444989,0.5527398577919929,0.7381168831168833,0.7242695417789757,0.5301778975741239,0.532743935309973
6,nominal,2,bits_wsb6_s2,3,0,0.6290071775708568,0.5635866037305958,0.6033225108225109,0.7525121293800539,0.5478490566037736,0.6123450134770889
6,nominal,2,bits_wsb6_s2,4,0,0.688276137384628,0.6163386596852337,0.7355627705627705,0.7786954177897574,0.4821239892183288,0.756722371967655
6,nominal,2,bits_wsb6_s2,5,0,0.6465719084374745,0.5796499718421267,0.6033658008658009,0.6766469002695418,0.5183935309973047,0.7878814016172505
6,nominal,2,bits_wsb6_s2,6,0,0.754453003757249,0.6224991617121707,0.7630411255411255,0.8819838274932615,0.6819191374663074,0.6908679245283018
6,nominal,2,bits_wsb6_s2,7,0,0.5864934452340113,0.53211743982598,0.5944805194805195,0.6198274932614556,0.6285929919137467,0.5030727762803234
6,nominal,2,bits_wsb6_s2,8,0,0.6692185840888671,0.5773841228285121,0.6716991341991342,0.63711051212938,0.6523989218328841,0.7156657681940701
6,nominal,2,bits_wsb6_s2,9,0,0.6608576635628522,0.5637875241276433,0.7176948051948052,0.7266630727762802,0.5110727762803235,0.688
6,quant_only,2,bits_wsb6_s2,0,0,0.7009121845135995,0.5994764999978506,0.7383441558441558,0.7811859838274933,0.570932614555256,0.7131859838274932
8,nominal,0,bits_wsb8_s0,0,0,0.6185671301968472,0.5532489564391252,0.5440151515151515,0.6147061994609164,0.6281185983827493,0.6874285714285715
8,nominal,0,bits_wsb8_s0,1,0,0.6847609960793923,0.6063441193034044,0.489512987012987,0.8858436657681942,0.5363881401617251,0.8272991913746631
8,nominal,0,bits_wsb8_s0,2,0,0.5812650596259087,0.5095616399489289,0.489534632034632,0.6102641509433963,0.5498544474393532,0.6754070080862534
8,nominal,0,bits_wsb8_s0,3,0,0.5594393020501511,0.5280768924885112,0.5428030303030303,0.6485390835579514,0.593455525606469,0.45295956873315363
8,nominal,0,bits_wsb8_s0,4,0,0.593633024993874,0.5226799309594742,0.6538636363636363,0.6971320754716981,0.49332614555256066,0.5302102425876011
8,nominal,0,bits_wsb8_s0,5,0,0.6227585354896675,0.5676358026283548,0.48404761904761906,0.7921940700808624,0.5170889487870619,0.6977035040431266
8,nominal,0,bits_wsb8_s0,6,0,0.5195823327615781,0.5175119939643277,0.4201298701298702,0.6992991913746631,0.43600000000000005,0.522900269541779
8,nominal,0,bits_wsb8_s0,7,0,0.5859887793024586,0.49050467076782867,0.5338203463203464,0.5859730458221024,0.6241401617250675,0.6000215633423182
8,nominal,0,bits_wsb8_s0,8,0,0.6577845401453892,0.5513813478808514,0.651612554112554,0.5702425876010782,0.7007547169811321,0.7085283018867925
